comune,fascia_oraria,codice_invio,chiamate
Comune_10,7,ROSSO,20
Comune_10,7,VERDE,69
Comune_10,8,BIANCO,8
Comune_10,8,GIALLO,48
Comune_10,8,ROSSO,15
Comune_10,8,VERDE,76
Comune_10,9,BIANCO,12
Comune_10,9,GIALLO,68
Comune_10,9,ROSSO,29
Comune_10,9,VERDE,91
Comune_10,10,BIANCO,12
Comune_10,10,GIALLO,67
Comune_10,10,ROSSO,26
Comune_10,10,VERDE,93
Comune_10,11,BIANCO,12
Comune_10,11,GIALLO,67
Comune_10,11,ROSSO,24
Comune_10,11,VERDE,88
Comune_10,12,BIANCO,8
Comune_10,12,GIALLO,50
Comune_10,12,ROSSO,24
Comune_10,12,VERDE,82
Comune_10,13,BIANCO,4
Comune_10,13,GIALLO,52
Comune_10,13,ROSSO,14
Comune_10,13,VERDE,79
Comune_10,14,BIANCO,6
Comune_10,14,GIALLO,57
Comune_10,14,ROSSO,23
Comune_10,14,VERDE,74
Comune_10,15,BIANCO,11
Comune_10,15,GIALLO,62
Comune_10,15,ROSSO,23
Comune_10,15,VERDE,92
Comune_10,16,BIANCO,10
Comune_10,16,GIALLO,66
Comune_10,16,ROSSO,20
Comune_10,16,VERDE,112
Comune_10,17,BIANCO,6
Comune_10,17,GIALLO,63
Comune_10,17,ROSSO,30
Comune_10,17,VERDE,83
Comune_10,18,BIANCO,11
Comune_10,18,GIALLO,66
Comune_10,18,ROSSO,24
Comune_10,18,VERDE,111
Comune_10,19,BIANCO,10
Comune_10,19,GIALLO,65
Comune_10,19,ROSSO,23
Comune_10,19,VERDE,107
Comune_10,20,BIANCO,8
Comune_10,20,GIALLO,61
Comune_10,20,ROSSO,25
Comune_10,20,VERDE,97
Comune_10,21,BIANCO,9
Comune_10,21,GIALLO,49
Comune_10,21,ROSSO,12
Comune_10,21,VERDE,66
Comune_10,22,BIANCO,10
Comune_10,22,GIALLO,39
Comune_10,22,ROSSO,6
Comune_10,22,VERDE,46
Comune_10,23,BIANCO,8
Comune_10,23,GIALLO,37
Comune_10,23,ROSSO,17
Comune_10,23,VERDE,45
Comune_11,0,BIANCO,28
Comune_11,0,GIALLO,247
Comune_11,0,ROSSO,95
Comune_11,0,VERDE,412
Comune_11,1,BIANCO,35
Comune_11,1,GIALLO,219
Comune_11,1,ROSSO,75
Comune_11,1,VERDE,317
Comune_11,2,BIANCO,34
Comune_11,2,GIALLO,205
Comune_11,2,ROSSO,74
Comune_11,2,VERDE,319
Comune_11,3,BIANCO,31
Comune_11,3,GIALLO,185
Comune_11,3,ROSSO,60
Comune_11,3,VERDE,290
Comune_11,4,BIANCO,37
Comune_11,4,GIALLO,252
Comune_11,4,ROSSO,78
Comune_11,4,VERDE,353
Comune_11,5,BIANCO,53
Comune_11,5,GIALLO,312
Comune_11,5,ROSSO,110
Comune_11,5,VERDE,464
Comune_11,6,BIANCO,87
Comune_11,6,GIALLO,422
Comune_11,6,ROSSO,183
Comune_11,6,VERDE,637
Comune_11,7,BIANCO,74
Comune_11,7,GIALLO,589
Comune_11,7,ROSSO,214
Comune_11,7,VERDE,868
Comune_11,8,BIANCO,122
Comune_11,8,GIALLO,790
Comune_11,8,ROSSO,253
Comune_11,8,VERDE,1209
Comune_11,9,BIANCO,123
Comune_11,9,GIALLO,873
Comune_11,9,ROSSO,307
Comune_11,9,VERDE,1339
Comune_11,10,BIANCO,107
Comune_11,10,GIALLO,789
Comune_11,10,ROSSO,287
Comune_11,10,VERDE,1260
Comune_11,11,BIANCO,111
Comune_11,11,GIALLO,781
Comune_11,11,ROSSO,283
Comune_11,11,VERDE,1101
Comune_11,12,BIANCO,114
Comune_11,12,GIALLO,681
Comune_11,12,ROSSO,243
Comune_11,12,VERDE,1131
Comune_11,13,BIANCO,93
Comune_11,13,GIALLO,709
Comune_11,13,ROSSO,248
Comune_11,13,VERDE,1022
Comune_11,14,BIANCO,88
Comune_11,14,GIALLO,712
Comune_11,14,ROSSO,297
Comune_11,14,VERDE,1070
Comune_11,15,BIANCO,111
Comune_11,15,GIALLO,826
Comune_11,15,ROSSO,260
Comune_11,15,VERDE,1188
Comune_11,16,BIANCO,129
Comune_11,16,GIALLO,909
Comune_11,16,ROSSO,332
Comune_11,16,VERDE,1380
Comune_11,17,BIANCO,156
Comune_11,17,GIALLO,1002
Comune_11,17,ROSSO,363
Comune_11,17,VERDE,1489
Comune_11,18,BIANCO,172
Comune_11,18,GIALLO,1071
Comune_11,18,ROSSO,326
Comune_11,18,VERDE,1541
Comune_11,19,BIANCO,158
Comune_11,19,GIALLO,931
Comune_11,19,ROSSO,380
Comune_11,19,VERDE,1465
Comune_11,20,BIANCO,136
Comune_11,20,GIALLO,851
Comune_11,20,ROSSO,304
Comune_11,20,VERDE,1247
Comune_11,21,BIANCO,91
Comune_11,21,GIALLO,683
Comune_11,21,ROSSO,215
Comune_11,21,VERDE,1025
Comune_11,22,BIANCO,67
Comune_11,22,GIALLO,465
Comune_11,22,ROSSO,174
Comune_11,22,VERDE,684
Comune_11,23,BIANCO,46
Comune_11,23,GIALLO,338
Comune_11,23,ROSSO,133
Comune_11,23,VERDE,502
Comune_12,0,BIANCO,21
Comune_12,0,GIALLO,211
Comune_12,0,ROSSO,75
Comune_12,0,VERDE,295
Comune_12,1,BIANCO,32
Comune_12,1,GIALLO,156
Comune_12,1,ROSSO,80
Comune_12,1,VERDE,241
Comune_12,2,BIANCO,18
Comune_12,2,GIALLO,147
Comune_12,2,ROSSO,52
Comune_12,2,VERDE,264
Comune_12,3,BIANCO,27
Comune_12,3,GIALLO,181
Comune_12,3,ROSSO,53
Comune_12,3,VERDE,260
Comune_12,4,BIANCO,29
Comune_12,4,GIALLO,159
Comune_12,4,ROSSO,66
Comune_12,4,VERDE,282
Comune_12,5,BIANCO,41
Comune_12,5,GIALLO,231
Comune_12,5,ROSSO,102
Comune_12,5,VERDE,380
Comune_12,6,BIANCO,56
Comune_12,6,GIALLO,318
Comune_12,6,ROSSO,114
Comune_12,6,VERDE,480
Comune_12,7,BIANCO,66
Comune_12,7,GIALLO,452
Comune_12,7,ROSSO,150
Comune_12,7,VERDE,673
Comune_12,8,BIANCO,99
Comune_12,8,GIALLO,567
Comune_12,8,ROSSO,209
Comune_12,8,VERDE,853
Comune_12,9,BIANCO,114
Comune_12,9,GIALLO,639
Comune_12,9,ROSSO,231
Comune_12,9,VERDE,988
Comune_12,10,BIANCO,94
Comune_12,10,GIALLO,580
Comune_12,10,ROSSO,224
Comune_12,10,VERDE,911
Comune_12,11,BIANCO,99
Comune_12,11,GIALLO,598
Comune_12,11,ROSSO,215
Comune_12,11,VERDE,862
Comune_12,12,BIANCO,81
Comune_12,12,GIALLO,534
Comune_12,12,ROSSO,229
Comune_12,12,VERDE,846
Comune_12,13,BIANCO,79
Comune_12,13,GIALLO,530
Comune_12,13,ROSSO,195
Comune_12,13,VERDE,782
Comune_12,14,BIANCO,85
Comune_12,14,GIALLO,561
Comune_12,14,ROSSO,188
Comune_12,14,VERDE,837
Comune_12,15,BIANCO,87
Comune_12,15,GIALLO,611
Comune_12,15,ROSSO,216
Comune_12,15,VERDE,928
Comune_12,16,BIANCO,109
Comune_12,16,GIALLO,679
Comune_12,16,ROSSO,256
Comune_12,16,VERDE,1063
Comune_12,17,BIANCO,118
Comune_12,17,GIALLO,793
Comune_12,17,ROSSO,286
Comune_12,17,VERDE,1120
Comune_12,18,BIANCO,149
Comune_12,18,GIALLO,804
Comune_12,18,ROSSO,278
Comune_12,18,VERDE,1241
Comune_12,19,BIANCO,120
Comune_12,19,GIALLO,743
Comune_12,19,ROSSO,299
Comune_12,19,VERDE,1115
Comune_12,20,BIANCO,100
Comune_12,20,GIALLO,676
Comune_12,20,ROSSO,236
Comune_12,20,VERDE,952
Comune_12,21,BIANCO,79
Comune_12,21,GIALLO,505
Comune_12,21,ROSSO,180
Comune_12,21,VERDE,698
Comune_12,22,BIANCO,40
Comune_12,22,GIALLO,360
Comune_12,22,ROSSO,92
Comune_12,22,VERDE,519
Comune_12,23,BIANCO,35
Comune_12,23,GIALLO,234
Comune_12,23,ROSSO,94
Comune_12,23,VERDE,395
Comune_13,0,BIANCO,1
Comune_13,0,GIALLO,10
Comune_13,0,ROSSO,1
Comune_13,0,VERDE,14
Comune_13,1,BIANCO,1
Comune_13,1,GIALLO,8
Comune_13,1,ROSSO,1
Comune_13,1,VERDE,16
Comune_13,2,GIALLO,13
Comune_13,2,ROSSO,3
Comune_13,2,VERDE,15
Comune_13,3,BIANCO,1
Comune_13,3,GIALLO,9
Comune_13,3,ROSSO,3
Comune_13,3,VERDE,19
Comune_13,4,BIANCO,2
Comune_13,4,GIALLO,9
Comune_13,4,ROSSO,6
Comune_13,4,VERDE,18
Comune_13,5,BIANCO,2
Comune_13,5,GIALLO,11
Comune_13,5,ROSSO,7
Comune_13,5,VERDE,22
Comune_13,6,BIANCO,3
Comune_13,6,GIALLO,18
Comune_13,6,ROSSO,10
Comune_13,6,VERDE,27
Comune_13,7,BIANCO,2
Comune_13,7,GIALLO,31
Comune_13,7,ROSSO,7
Comune_13,7,VERDE,28
Comune_13,8,BIANCO,4
Comune_13,8,GIALLO,28
Comune_13,8,ROSSO,12
Comune_13,8,VERDE,57
Comune_13,9,BIANCO,7
Comune_13,9,GIALLO,31
Comune_13,9,ROSSO,16
Comune_13,9,VERDE,46
Comune_13,10,BIANCO,5
Comune_13,10,GIALLO,41
Comune_13,10,ROSSO,14
Comune_13,10,VERDE,59
Comune_13,11,BIANCO,3
Comune_13,11,GIALLO,33
Comune_13,11,ROSSO,17
Comune_13,11,VERDE,51
Comune_13,12,BIANCO,6
Comune_13,12,GIALLO,28
Comune_13,12,ROSSO,12
Comune_13,12,VERDE,46
Comune_13,13,BIANCO,5
Comune_13,13,GIALLO,23
Comune_13,13,ROSSO,6
Comune_13,13,VERDE,34
Comune_13,14,BIANCO,4
Comune_13,14,GIALLO,39
Comune_13,14,ROSSO,14
Comune_13,14,VERDE,48
Comune_13,15,BIANCO,6
Comune_13,15,GIALLO,34
Comune_13,15,ROSSO,12
Comune_13,15,VERDE,59
Comune_13,16,BIANCO,6
Comune_13,16,GIALLO,48
Comune_13,16,ROSSO,13
Comune_13,16,VERDE,76
Comune_13,17,BIANCO,7
Comune_13,17,GIALLO,44
Comune_13,17,ROSSO,14
Comune_13,17,VERDE,56
Comune_13,18,BIANCO,12
Comune_13,18,GIALLO,47
Comune_13,18,ROSSO,7
Comune_13,18,VERDE,68
Comune_13,19,BIANCO,4
Comune_13,19,GIALLO,48
Comune_13,19,ROSSO,14
Comune_13,19,VERDE,46
Comune_13,20,BIANCO,6
Comune_13,20,GIALLO,33
Comune_13,20,ROSSO,10
Comune_13,20,VERDE,49
Comune_13,21,BIANCO,1
Comune_13,21,GIALLO,31
Comune_13,21,ROSSO,9
Comune_13,21,VERDE,35
Comune_13,22,BIANCO,1
Comune_13,22,GIALLO,19
Comune_13,22,ROSSO,7
Comune_13,22,VERDE,30
Comune_13,23,BIANCO,3
Comune_13,23,GIALLO,12
Comune_13,23,ROSSO,9
Comune_13,23,VERDE,23
Comune_14,0,BIANCO,2
Comune_14,0,GIALLO,28
Comune_14,0,ROSSO,14
Comune_14,0,VERDE,40
Comune_14,1,BIANCO,5
Comune_14,1,GIALLO,22
Comune_14,1,ROSSO,5
Comune_14,1,VERDE,30
Comune_14,2,BIANCO,1
Comune_14,2,GIALLO,14
Comune_14,2,ROSSO,12
Comune_14,2,VERDE,36
Comune_14,3,BIANCO,4
Comune_14,3,GIALLO,21
Comune_14,3,ROSSO,3
Comune_14,3,VERDE,38
Comune_14,4,BIANCO,5
Comune_14,4,GIALLO,20
Comune_14,4,ROSSO,4
Comune_14,4,VERDE,31
Comune_14,5,BIANCO,4
Comune_14,5,GIALLO,29
Comune_14,5,ROSSO,19
Comune_14,5,VERDE,27
Comune_14,6,BIANCO,7
Comune_14,6,GIALLO,43
Comune_14,6,ROSSO,15
Comune_14,6,VERDE,65
Comune_14,7,BIANCO,8
Comune_14,7,GIALLO,67
Comune_14,7,ROSSO,23
Comune_14,7,VERDE,81
Comune_14,8,BIANCO,9
Comune_14,8,GIALLO,67
Comune_14,8,ROSSO,34
Comune_14,8,VERDE,113
Comune_14,9,BIANCO,14
Comune_14,9,GIALLO,71
Comune_14,9,ROSSO,31
Comune_14,9,VERDE,112
Comune_14,10,BIANCO,13
Comune_14,10,GIALLO,71
Comune_14,10,ROSSO,25
Comune_14,10,VERDE,115
Comune_14,11,BIANCO,10
Comune_14,11,GIALLO,62
Comune_14,11,ROSSO,30
Comune_14,11,VERDE,99
Comune_14,12,BIANCO,9
Comune_14,12,GIALLO,69
Comune_14,12,ROSSO,22
Comune_14,12,VERDE,124
Comune_14,13,BIANCO,6
Comune_14,13,GIALLO,73
Comune_14,13,ROSSO,16
Comune_14,13,VERDE,111
Comune_14,14,BIANCO,13
Comune_14,14,GIALLO,61
Comune_14,14,ROSSO,13
Comune_14,14,VERDE,97
Comune_14,15,BIANCO,10
Comune_14,15,GIALLO,85
Comune_14,15,ROSSO,32
Comune_14,15,VERDE,114
Comune_14,16,BIANCO,13
Comune_14,16,GIALLO,85
Comune_14,16,ROSSO,37
Comune_14,16,VERDE,132
Comune_14,17,BIANCO,15
Comune_14,17,GIALLO,100
Comune_14,17,ROSSO,36
Comune_14,17,VERDE,153
Comune_14,18,BIANCO,17
Comune_14,18,GIALLO,119
Comune_14,18,ROSSO,38
Comune_14,18,VERDE,142
Comune_14,19,BIANCO,13
Comune_14,19,GIALLO,95
Comune_14,19,ROSSO,34
Comune_14,19,VERDE,135
Comune_14,20,BIANCO,9
Comune_14,20,GIALLO,74
Comune_14,20,ROSSO,38
Comune_14,20,VERDE,128
Comune_14,21,BIANCO,15
Comune_14,21,GIALLO,78
Comune_14,21,ROSSO,23
Comune_14,21,VERDE,91
Comune_14,22,BIANCO,9
Comune_14,22,GIALLO,55
Comune_14,22,ROSSO,11
Comune_14,22,VERDE,82
Comune_14,23,BIANCO,4
Comune_14,23,GIALLO,26
Comune_14,23,ROSSO,15
Comune_14,23,VERDE,46
Comune_15,0,BIANCO,9
Comune_15,0,GIALLO,67
Comune_15,0,ROSSO,18
Comune_15,0,VERDE,69
Comune_15,1,BIANCO,12
Comune_15,1,GIALLO,58
Comune_15,1,ROSSO,9
Comune_15,1,VERDE,84
Comune_15,2,BIANCO,11
Comune_15,2,GIALLO,53
Comune_15,2,ROSSO,22
Comune_15,2,VERDE,79
Comune_15,3,BIANCO,8
Comune_15,3,GIALLO,40
Comune_15,3,ROSSO,20
Comune_15,3,VERDE,65
Comune_15,4,BIANCO,11
Comune_15,4,GIALLO,64
Comune_15,4,ROSSO,23
Comune_15,4,VERDE,103
Comune_15,5,BIANCO,11
Comune_15,5,GIALLO,88
Comune_15,5,ROSSO,27
Comune_15,5,VERDE,122
Comune_15,6,BIANCO,16
Comune_15,6,GIALLO,99
Comune_15,6,ROSSO,49
Comune_15,6,VERDE,152
Comune_15,7,BIANCO,19
Comune_15,7,GIALLO,137
Comune_15,7,ROSSO,46
Comune_15,7,VERDE,227
Comune_15,8,BIANCO,31
Comune_15,8,GIALLO,204
Comune_15,8,ROSSO,63
Comune_15,8,VERDE,299
Comune_15,9,BIANCO,42
Comune_15,9,GIALLO,210
Comune_15,9,ROSSO,92
Comune_15,9,VERDE,312
Comune_15,10,BIANCO,18
Comune_15,10,GIALLO,201
Comune_15,10,ROSSO,71
Comune_15,10,VERDE,279
Comune_15,11,BIANCO,31
Comune_15,11,GIALLO,205
Comune_15,11,ROSSO,76
Comune_15,11,VERDE,298
Comune_15,12,BIANCO,23
Comune_15,12,GIALLO,186
Comune_15,12,ROSSO,56
Comune_15,12,VERDE,290
Comune_15,13,BIANCO,39
Comune_15,13,GIALLO,188
Comune_15,13,ROSSO,63
Comune_15,13,VERDE,266
Comune_15,14,BIANCO,27
Comune_15,14,GIALLO,173
Comune_15,14,ROSSO,75
Comune_15,14,VERDE,262
Comune_15,15,BIANCO,34
Comune_15,15,GIALLO,224
Comune_15,15,ROSSO,69
Comune_15,15,VERDE,315
Comune_15,16,BIANCO,31
Comune_15,16,GIALLO,220
Comune_15,16,ROSSO,82
Comune_15,16,VERDE,359
Comune_15,17,BIANCO,38
Comune_15,17,GIALLO,234
Comune_15,17,ROSSO,85
Comune_15,17,VERDE,385
Comune_15,18,BIANCO,50
Comune_15,18,GIALLO,249
Comune_15,18,ROSSO,88
Comune_15,18,VERDE,403
Comune_15,19,BIANCO,35
Comune_15,19,GIALLO,225
Comune_15,19,ROSSO,95
Comune_15,19,VERDE,376
Comune_15,20,BIANCO,29
Comune_15,20,GIALLO,205
Comune_15,20,ROSSO,66
Comune_15,20,VERDE,317
Comune_15,21,BIANCO,30
Comune_15,21,GIALLO,188
Comune_15,21,ROSSO,57
Comune_15,21,VERDE,259
Comune_15,22,BIANCO,13
Comune_15,22,GIALLO,104
Comune_15,22,ROSSO,34
Comune_15,22,VERDE,169
Comune_15,23,BIANCO,20
Comune_15,23,GIALLO,84
Comune_15,23,ROSSO,30
Comune_15,23,VERDE,136
Comune_16,0,BIANCO,8
Comune_16,0,GIALLO,46
Comune_16,0,ROSSO,13
Comune_16,0,VERDE,66
Comune_16,1,BIANCO,2
Comune_16,1,GIALLO,40
Comune_16,1,ROSSO,5
Comune_16,1,VERDE,64
Comune_16,2,BIANCO,9
Comune_16,2,GIALLO,29
Comune_16,2,ROSSO,12
Comune_16,2,VERDE,59
Comune_16,3,BIANCO,4
Comune_16,3,GIALLO,45
Comune_16,3,ROSSO,10
Comune_16,3,VERDE,42
Comune_16,4,BIANCO,4
Comune_16,4,GIALLO,41
Comune_16,4,ROSSO,11
Comune_16,4,VERDE,55
Comune_16,5,BIANCO,10
Comune_16,5,GIALLO,56
Comune_16,5,ROSSO,12
Comune_16,5,VERDE,77
Comune_16,6,BIANCO,11
Comune_16,6,GIALLO,55
Comune_16,6,ROSSO,24
Comune_16,6,VERDE,98
Comune_16,7,BIANCO,12
Comune_16,7,GIALLO,111
Comune_16,7,ROSSO,29
Comune_16,7,VERDE,149
Comune_16,8,BIANCO,15
Comune_16,8,GIALLO,111
Comune_16,8,ROSSO,39
Comune_16,8,VERDE,198
Comune_16,9,BIANCO,20
Comune_16,9,GIALLO,134
Comune_16,9,ROSSO,38
Comune_16,9,VERDE,195
Comune_16,10,BIANCO,12
Comune_16,10,GIALLO,120
Comune_16,10,ROSSO,40
Comune_16,10,VERDE,209
Comune_16,11,BIANCO,19
Comune_16,11,GIALLO,116
Comune_16,11,ROSSO,48
Comune_16,11,VERDE,178
Comune_16,12,BIANCO,15
Comune_16,12,GIALLO,116
Comune_16,12,ROSSO,42
Comune_16,12,VERDE,149
Comune_16,13,BIANCO,16
Comune_16,13,GIALLO,113
Comune_16,13,ROSSO,38
Comune_16,13,VERDE,155
Comune_16,14,BIANCO,15
Comune_16,14,GIALLO,105
Comune_16,14,ROSSO,41
Comune_16,14,VERDE,177
Comune_16,15,BIANCO,16
Comune_16,15,GIALLO,122
Comune_16,15,ROSSO,45
Comune_16,15,VERDE,185
Comune_16,16,BIANCO,19
Comune_16,16,GIALLO,151
Comune_16,16,ROSSO,68
Comune_16,16,VERDE,209
Comune_16,17,BIANCO,21
Comune_16,17,GIALLO,173
Comune_16,17,ROSSO,70
Comune_16,17,VERDE,225
Comune_16,18,BIANCO,20
Comune_16,18,GIALLO,175
Comune_16,18,ROSSO,62
Comune_16,18,VERDE,237
Comune_16,19,BIANCO,21
Comune_16,19,GIALLO,143
Comune_16,19,ROSSO,45
Comune_16,19,VERDE,240
Comune_16,20,BIANCO,25
Comune_16,20,GIALLO,133
Comune_16,20,ROSSO,41
Comune_16,20,VERDE,202
Comune_16,21,BIANCO,16
Comune_16,21,GIALLO,87
Comune_16,21,ROSSO,39
Comune_16,21,VERDE,161
Comune_16,22,BIANCO,17
Comune_16,22,GIALLO,61
Comune_16,22,ROSSO,33
Comune_16,22,VERDE,99
Comune_16,23,BIANCO,10
Comune_16,23,GIALLO,43
Comune_16,23,ROSSO,20
Comune_16,23,VERDE,85
Comune_17,0,BIANCO,10
Comune_17,0,GIALLO,37
Comune_17,0,ROSSO,19
Comune_17,0,VERDE,78
Comune_17,1,BIANCO,9
Comune_17,1,GIALLO,38
Comune_17,1,ROSSO,15
Comune_17,1,VERDE,63
Comune_17,2,BIANCO,5
Comune_17,2,GIALLO,39
Comune_17,2,ROSSO,13
Comune_17,2,VERDE,57
Comune_17,3,BIANCO,9
Comune_17,3,GIALLO,32
Comune_17,3,ROSSO,15
Comune_17,3,VERDE,60
Comune_17,4,BIANCO,7
Comune_17,4,GIALLO,55
Comune_17,4,ROSSO,21
Comune_17,4,VERDE,71
Comune_17,5,BIANCO,9
Comune_17,5,GIALLO,57
Comune_17,5,ROSSO,31
Comune_17,5,VERDE,92
Comune_17,6,BIANCO,11
Comune_17,6,GIALLO,76
Comune_17,6,ROSSO,31
Comune_17,6,VERDE,121
Comune_17,7,BIANCO,13
Comune_17,7,GIALLO,110
Comune_17,7,ROSSO,46
Comune_17,7,VERDE,159
Comune_17,8,BIANCO,25
Comune_17,8,GIALLO,126
Comune_17,8,ROSSO,58
Comune_17,8,VERDE,211
Comune_17,9,BIANCO,22
Comune_17,9,GIALLO,161
Comune_17,9,ROSSO,59
Comune_17,9,VERDE,243
Comune_17,10,BIANCO,15
Comune_17,10,GIALLO,165
Comune_17,10,ROSSO,41
Comune_17,10,VERDE,219
Comune_17,11,BIANCO,20
Comune_17,11,GIALLO,149
Comune_17,11,ROSSO,56
Comune_17,11,VERDE,231
Comune_17,12,BIANCO,20
Comune_17,12,GIALLO,148
Comune_17,12,ROSSO,56
Comune_17,12,VERDE,214
Comune_17,13,BIANCO,10
Comune_17,13,GIALLO,138
Comune_17,13,ROSSO,54
Comune_17,13,VERDE,206
Comune_17,14,BIANCO,18
Comune_17,14,GIALLO,131
Comune_17,14,ROSSO,47
Comune_17,14,VERDE,220
Comune_17,15,BIANCO,25
Comune_17,15,GIALLO,145
Comune_17,15,ROSSO,57
Comune_17,15,VERDE,246
Comune_17,16,BIANCO,21
Comune_17,16,GIALLO,185
Comune_17,16,ROSSO,75
Comune_17,16,VERDE,256
Comune_17,17,BIANCO,30
Comune_17,17,GIALLO,197
Comune_17,17,ROSSO,84
Comune_17,17,VERDE,290
Comune_17,18,BIANCO,34
Comune_17,18,GIALLO,226
Comune_17,18,ROSSO,73
Comune_17,18,VERDE,242
Comune_17,19,BIANCO,27
Comune_17,19,GIALLO,185
Comune_17,19,ROSSO,66
Comune_17,19,VERDE,278
Comune_17,20,BIANCO,18
Comune_17,20,GIALLO,161
Comune_17,20,ROSSO,57
Comune_17,20,VERDE,227
Comune_17,21,BIANCO,13
Comune_17,21,GIALLO,132
Comune_17,21,ROSSO,35
Comune_17,21,VERDE,199
Comune_17,22,BIANCO,18
Comune_17,22,GIALLO,88
Comune_17,22,ROSSO,31
Comune_17,22,VERDE,142
Comune_17,23,BIANCO,5
Comune_17,23,GIALLO,64
Comune_17,23,ROSSO,25
Comune_17,23,VERDE,95
Comune_18,0,BIANCO,6
Comune_18,0,GIALLO,37
Comune_18,0,ROSSO,18
Comune_18,0,VERDE,55
Comune_18,1,BIANCO,3
Comune_18,1,GIALLO,36
Comune_18,1,ROSSO,12
Comune_18,1,VERDE,49
Comune_18,2,BIANCO,5
Comune_18,2,GIALLO,29
Comune_18,2,ROSSO,11
Comune_18,2,VERDE,42
Comune_18,3,BIANCO,5
Comune_18,3,GIALLO,32
Comune_18,3,ROSSO,13
Comune_18,3,VERDE,39
Comune_18,4,BIANCO,5
Comune_18,4,GIALLO,32
Comune_18,4,ROSSO,16
Comune_18,4,VERDE,60
Comune_18,5,BIANCO,8
Comune_18,5,GIALLO,44
Comune_18,5,ROSSO,14
Comune_18,5,VERDE,67
Comune_18,6,BIANCO,12
Comune_18,6,GIALLO,64
Comune_18,6,ROSSO,18
Comune_18,6,VERDE,89
Comune_18,7,BIANCO,18
Comune_18,7,GIALLO,82
Comune_18,7,ROSSO,24
Comune_18,7,VERDE,109
Comune_18,8,BIANCO,17
Comune_18,8,GIALLO,100
Comune_18,8,ROSSO,33
Comune_18,8,VERDE,154
Comune_18,9,BIANCO,15
Comune_18,9,GIALLO,115
Comune_18,9,ROSSO,42
Comune_18,9,VERDE,198
Comune_18,10,BIANCO,17
Comune_18,10,GIALLO,122
Comune_18,10,ROSSO,43
Comune_18,10,VERDE,164
Comune_18,11,BIANCO,15
Comune_18,11,GIALLO,90
Comune_18,11,ROSSO,24
Comune_18,11,VERDE,163
Comune_18,12,BIANCO,13
Comune_18,12,GIALLO,96
Comune_18,12,ROSSO,35
Comune_18,12,VERDE,170
Comune_18,13,BIANCO,19
Comune_18,13,GIALLO,91
Comune_18,13,ROSSO,32
Comune_18,13,VERDE,145
Comune_18,14,BIANCO,17
Comune_18,14,GIALLO,122
Comune_18,14,ROSSO,35
Comune_18,14,VERDE,144
Comune_18,15,BIANCO,13
Comune_18,15,GIALLO,125
Comune_18,15,ROSSO,33
Comune_18,15,VERDE,177
Comune_18,16,BIANCO,20
Comune_18,16,GIALLO,106
Comune_18,16,ROSSO,52
Comune_18,16,VERDE,215
Comune_18,17,BIANCO,28
Comune_18,17,GIALLO,151
Comune_18,17,ROSSO,56
Comune_18,17,VERDE,187
Comune_18,18,BIANCO,28
Comune_18,18,GIALLO,135
Comune_18,18,ROSSO,57
Comune_18,18,VERDE,226
Comune_18,19,BIANCO,26
Comune_18,19,GIALLO,124
Comune_18,19,ROSSO,46
Comune_18,19,VERDE,208
Comune_18,20,BIANCO,9
Comune_18,20,GIALLO,121
Comune_18,20,ROSSO,33
Comune_18,20,VERDE,159
Comune_18,21,BIANCO,14
Comune_18,21,GIALLO,71
Comune_18,21,ROSSO,34
Comune_18,21,VERDE,136
Comune_18,22,BIANCO,8
Comune_18,22,GIALLO,49
Comune_18,22,ROSSO,20
Comune_18,22,VERDE,88
Comune_18,23,BIANCO,6
Comune_18,23,GIALLO,54
Comune_18,23,ROSSO,13
Comune_18,23,VERDE,78
Comune_19,0,BIANCO,5
Comune_19,0,GIALLO,23
Comune_19,0,ROSSO,8
Comune_19,0,VERDE,40
Comune_19,1,BIANCO,2
Comune_19,1,GIALLO,23
Comune_19,1,ROSSO,8
Comune_19,1,VERDE,39
Comune_19,2,BIANCO,2
Comune_19,2,GIALLO,21
Comune_19,2,ROSSO,7
Comune_19,2,VERDE,29
Comune_19,3,BIANCO,5
Comune_19,3,GIALLO,16
Comune_19,3,ROSSO,8
Comune_19,3,VERDE,41
Comune_19,4,BIANCO,3
Comune_19,4,GIALLO,23
Comune_19,4,ROSSO,11
Comune_19,4,VERDE,40
Comune_19,5,GIALLO,22
Comune_19,5,ROSSO,13
Comune_19,5,VERDE,59
Comune_19,6,BIANCO,7
Comune_19,6,GIALLO,44
Comune_19,6,ROSSO,13
Comune_19,6,VERDE,56
Comune_19,7,BIANCO,12
Comune_19,7,GIALLO,54
Comune_19,7,ROSSO,23
Comune_19,7,VERDE,76
Comune_19,8,BIANCO,18
Comune_19,8,GIALLO,66
Comune_19,8,ROSSO,20
Comune_19,8,VERDE,98
Comune_19,9,BIANCO,13
Comune_19,9,GIALLO,77
Comune_19,9,ROSSO,24
Comune_19,9,VERDE,114
Comune_19,10,BIANCO,6
Comune_19,10,GIALLO,90
Comune_19,10,ROSSO,34
Comune_19,10,VERDE,120
Comune_19,11,BIANCO,9
Comune_19,11,GIALLO,80
Comune_19,11,ROSSO,23
Comune_19,11,VERDE,86
Comune_19,12,BIANCO,10
Comune_19,12,GIALLO,66
Comune_19,12,ROSSO,29
Comune_19,12,VERDE,95
Comune_19,13,BIANCO,9
Comune_19,13,GIALLO,58
